,address,checkins,city,country,created,icon,latitude,longitude,title,type,updated
1433,Пресненский вал 14К1,5,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.766339,37.566404,Валерий Чкалов,Ресторан,2012-09-29 09:35:30
1434,3-я Владимирская 24,3,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.756381,37.788279,Василек,Ресторан,2015-12-17 14:50:56
1435,Маросейка 6К8,0,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.757126,37.635215,Викинг,Ресторан,
1436,Московский 1К2,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.925619,30.317126,Трапеза,Ресторан,2012-11-13 12:02:34
1437,Исаковского 33,32,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.805027,37.419287,Ибица,Ресторан,2017-01-28 13:27:51
1438,2-й Лесной пер. 11,2,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.780983,37.587173,Pathe,Ресторан,2014-07-17 09:11:20
1439,Думская 1К3,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.934123,30.328498,Саванна,Ресторан,
1440,Седова 11,1,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.899252,30.403103,Che Quick,Ресторан,2012-02-17 08:06:33
1441,Б.Морская 39,1,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.932996,30.309472,Ротонда,Ресторан,2013-10-07 08:43:40
1442, ,0,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.227163,39.744918,Вуаля,Ресторан,
1443,Сухэ-Батора 15,0,Иркутск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,52.283853,104.286329,Рокфор,Ресторан,2012-03-15 13:18:22
1444,Вознесенский пер. 7,0,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.758012,37.603855,Терране — кухня солнца,Ресторан,
1445,Коммуны 67,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.96857,30.482766,Охта,Ресторан,2015-11-24 19:39:28
1446,Садовая-Спасская 13К2,0,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.770573,37.645034,Ходжа Насреддин в Коканде,Ресторан,2012-12-04 15:33:03
1447,Тюшина 8,4,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.916663,30.3496,Лесной,Ресторан,2015-03-06 11:44:51
1448,просп. Просвещения 19,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,60.052452,30.331499,Панда,Ресторан,2012-09-14 11:27:05
1449,Средний просп. В.О. 1,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.946175,30.288425,Сыт-пьян,Ресторан,2012-06-25 10:57:53
1450,9-я линия В.О. 30,6,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.940682,30.277609,Суши-хауз,Ресторан,2014-01-31 18:48:00
1451,Б.Якиманка 52,334,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.731759,37.611455,Pancho Villa,Ресторан,2017-03-16 18:48:27
1452,Миргородская 10,1,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.925813,30.371043,Гянджа,Ресторан,2013-08-07 16:38:14
1453,Октябрьская пл. 1,0,Нижний Новгород,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.323053,44.009059,Венский вальс,Ресторан,
1454,Желябова ,2,Иркутск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,52.288403,104.287416,Арена,Ресторан,2014-02-18 08:23:05
1455,Дивенская 2,4,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.959854,30.318976,Олд сити,Ресторан,2013-11-28 08:29:22
1456,Левобережная 20,2,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.206096,39.762659,Зеленый попугай,Ресторан,2016-10-26 21:37:15
1457,Б.Садовая 115,0,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.227163,39.744918,Ацтек,Ресторан,
1458,Шаумяна 96,6,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.220756,39.715785,Азия,Ресторан,2015-05-12 20:04:14
1459,Крепостной пер. 99,2,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.230248,39.734156,Пиццерия на Крепостном,Ресторан,2013-06-23 13:21:09
1460,Ворошиловский просп. 105,4,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.235638,39.711985,Pizza Italiano,Ресторан,2014-10-06 10:11:40
1461,Ленинградский просп. 48К1,46,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.796233,37.543255,Золотая Бухара,Ресторан,2017-02-23 13:10:06
1462,Гончарная 18,2,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.929069,30.367863,Фиффа,Ресторан,2013-05-01 06:40:05
1463,Рабоче-Крестьянская 14,0,Волгоград,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,48.696608,44.498416,Джульетта,Ресторан,2012-09-11 17:18:47
1464,Мытнинская наб. 6,21,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.948492,30.305618,Терраса,Ресторан,2015-08-01 14:29:35
1465,Краснознаменская ,11,Волгоград,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,48.705884,44.508711,Жар Пицца,Ресторан,2017-02-11 17:33:05
1466,Ополченская 61,2,Волгоград,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,48.790644,44.581878,Бегемот,Ресторан,2014-02-11 06:47:37
1467,Малый просп. П.С. 68,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.963521,30.301818,У камина,Ресторан,2012-05-22 17:21:50
1468,Профессора Попова 47,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.971177,30.287077,Красная колонна,Ресторан,2011-11-02 17:20:44
1469,45-я Линия/Левобережная ,0,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.227163,39.744918,Шанс,Ресторан,
1470,Депутатская 34,1,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.974572,30.270647,Сытый остров,Ресторан,2012-05-10 13:27:47
1471,М.Дмитровка 3К1,0,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.76718,37.606011,Балтийский хлеб,Ресторан,
1472,Аминева 28,7,Самара,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,53.24978,50.208548,Два капитана,Ресторан,2015-12-05 12:52:10
1473,Георгия Димитрова 39,1,Самара,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,53.255011,50.237312,Блюз,Ресторан,2013-11-12 05:54:36
1474,Куйбышева 73,0,Самара,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,53.18465,50.087734,Дакота,Ресторан,2012-05-22 04:31:54
1475,-Сенная 23К25,145,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.743963,37.582628,Де Марко,Ресторан,2017-02-01 21:01:24
1476,Витебский просп. 17,9,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.870425,30.353525,Трасса,Ресторан,2014-12-24 07:59:49
1477,Моисеенко 22а,4,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.937779,30.389099,Тропики,Ресторан,2014-05-06 15:33:38
1478,Невский просп. 95,48,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.929975,30.366138,Bistrot Garcon,Ресторан,2017-02-23 19:42:47
1479,Тверская 31,3,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.76917,37.596642,Пиццериссимо,Ресторан,2016-12-11 02:52:46
1480,Матвеевская 9,48,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.702982,37.459451,McDonald`s,Ресторан,2017-01-12 05:53:42
1481,Ленинградский просп. 37К3,10,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.793647,37.545069,Хуторок,Ресторан,2015-09-05 15:47:45
1482,Зеленодольская 38,76,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.706112,37.76698,McDonald`s,Ресторан,2017-03-02 08:46:41
1483,Комсомольский просп. 28,32,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.727019,37.579681,McDonald`s,Ресторан,2016-11-27 22:01:47
1484,Красная Слобода 9,18,Нижний Новгород,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.329327,44.026261,Купеческий,Ресторан,2017-02-07 09:53:49
1485,1-я Тверская-Ямская 1,20,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.770173,37.595231,Чайная комната,Ресторан,2015-04-11 00:27:53
1486,Газетный пер. 17,119,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.758944,37.610539,McDonald`s,Ресторан,2017-01-03 17:47:35
1487,Можайское ш. 55,12,Одинцово,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.672559,37.270625,Славянская трапеза,Ресторан,2017-03-04 14:24:54
1488,Петровка 5,1,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.761771,37.617527,Чек Поинт,Ресторан,2016-03-02 09:45:24
1489,Почтамтская 10,1,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.932103,30.303085,Paparazzi,Ресторан,2016-04-25 09:51:14
1490,Моховая 27К29,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.941714,30.343509,Афишка,Ресторан,
1491,Мичуринский просп. 29,2,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.696519,37.499273,ЛеМарк,Ресторан,2013-06-21 12:08:35
1492,пер. Антоненко 10,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.929587,30.312167,Fashion Cafe,Ресторан,
1493,Ленинский просп. 147,2,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.851363,30.295629,Пальмира,Ресторан,2013-02-07 21:42:31
1494,Московский просп. 163К2,2,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.86757,30.318743,Охотничий домик,Ресторан,2014-08-08 20:36:51
1495,Автовская 17,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.868519,30.269874,Сабина,Ресторан,2014-01-29 23:51:48
1496,просп. Гагарина 50К6,4,Нижний Новгород,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.290709,43.982792,Черная жемчужина,Ресторан,2016-10-27 10:14:37
1497,Карла Либкнехта 23,33,Екатеринбург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.840193,60.610554,Bazar,Ресторан,2016-08-26 20:18:22
1498,Невский просп. 150,5,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.928613,30.373181,Лоза,Ресторан,2015-06-22 18:53:16
1499,Чертановская 1К1в,9,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.633094,37.603397,Кружка,Ресторан,2017-02-28 16:33:15
1500,Спасский пер. 7,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.928514,30.31735,Там-там,Ресторан,
1501,Б.Черкасский пер. 2К10,9,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.75826,37.625046,Железный Феникс,Ресторан,2016-08-10 17:35:53
1502,Академика Лебедева 15К1,21,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.95666,30.352223,Пьяный кролик,Ресторан,2016-11-18 01:19:40
1503,Орджоникидзе 3,39,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.710129,37.601969,Султан,Ресторан,2017-03-11 23:18:30
1504,2-я Тверская-Ямская 2К1,2,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.770684,37.596579,Баттерфляй,Ресторан,2012-10-27 21:02:00
1505,Индустриальный просп. 9,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.93813,30.477646,Свогас,Ресторан,2012-07-21 21:00:00
1506,М. Сухаревская пл. 8,406,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.772679,37.630086,Огни,Ресторан,2017-03-12 12:16:41
1507,Красная 109,4,Краснодар,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,45.036713,38.973714,Хрустальный,Ресторан,2014-04-14 10:07:57
1508,Урицкого 30,13,Краснодар,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,45.043177,38.934592,Одесса мама,Ресторан,2017-01-27 23:50:40
1509,Ленинский просп. 73К8,2,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.688634,37.547585,Суши весла,Ресторан,2014-03-12 05:05:05
1510,просп. Чекистов 35К1,12,Краснодар,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,45.034451,38.920974,Дуэт,Ресторан,2016-12-05 17:10:30
1511,Никольская 21,53,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.758559,37.624121,Baccarat,Ресторан,2016-05-08 09:49:39
1512,Рихарда Зорге 35,23,Уфа,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,54.757851,55.994552,Уфа,Ресторан,2017-02-14 14:54:23
1513,Восстания 17,1,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.934939,30.361359,Beeresta,Ресторан,2012-09-03 15:26:59
1514,Малая 3,1,Пушкин,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.71529,30.403211,Русский дом,Ресторан,2010-10-05 13:37:06
1515,Шмитовский пр. 10К1,3,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.759167,37.552687,Золотая вобла,Ресторан,2017-03-06 16:16:39
1516,Стойкости 8,3,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.827582,30.216407,Сова,Ресторан,2015-08-21 21:27:58
1517,Земляной Вал 33,105,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.757222,37.658958,Шоколадница,Ресторан,2017-02-28 11:43:21
1518,Б.Дмитровка 5К5,93,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.760099,37.615389,Кетама,Ресторан,2015-11-14 22:51:12
1519,Ленина 16,1,Уфа,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,54.722914,55.946196,Мадо,Ресторан,2014-06-26 07:09:27
1520,Руновский пер. 5К1,0,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.742696,37.634946,Шампиньон,Ресторан,2012-11-03 22:17:52
1521,Н.Арбат 11К1,48,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.752095,37.59533,Vision,Ресторан,2014-11-01 20:51:08
1522,Октябрьской Революции 10,4,Уфа,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,54.723439,55.950615,Центр открытого доступа,Ресторан,2015-09-25 20:18:02
1523,9-я Парковая 62,2,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.805386,37.803012,Магнит,Ресторан,2012-11-14 16:36:20
1524,Академика Лебедева 31,2,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.958764,30.353759,Черная моль,Ресторан,2016-03-24 04:11:13
1525,Пятницкое ш. 39,11,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.855022,37.355471,Кружка,Ресторан,2015-03-31 10:29:39
1526,Рождественский б-р 20,2,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.766243,37.630014,Роберто,Ресторан,2016-06-16 18:02:25
1527,Пятницкая 20,0,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.741708,37.628244,Трюфо,Ресторан,
1528,Петровка 19К1,1,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.765108,37.616,Кофе Хауз,Ресторан,2012-10-05 12:19:36
1529,Миклухо-Маклая 32а,52,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.640726,37.530678,Кофе Хауз,Ресторан,2016-12-28 15:09:10
1530,Покровка 3К7,2,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.758919,37.639743,Петров Водкин,Ресторан,2012-03-23 08:37:24
1531,наб. реки Мойки 20,8,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.939947,30.321087,Певческий мост,Ресторан,2016-09-09 20:20:50
1532,просп. Кирова 156,6,Самара,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,53.236362,50.240007,Cinema Cafe,Ресторан,2014-11-03 16:47:13
1533,Цвиллинга 2,0,Челябинск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.166223,61.403129,Enter,Ресторан,2012-03-30 17:50:04
1534,просп. Стачки 194,0,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.21433,39.630751,Мираж,Ресторан,2012-01-26 06:16:48
1535,Социалистическая 48,2,Ростов-на-Дону,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,47.21802,39.705284,Совершенно секретно,Ресторан,2015-12-15 21:31:49
1536,Володарского 52,0,Челябинск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.158802,61.386096,Аркада,Ресторан,2012-11-07 15:33:35
1537,Комсомольский просп. ,20,Челябинск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.194388,61.340013,Малибу,Ресторан,2017-01-05 13:00:31
1538,Каширское ш. 24К3,19,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.655219,37.644908,Джон Сильвер,Ресторан,2016-10-09 10:03:23
1539,просп. Энгельса 133,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,60.049689,30.333897,Паллада,Ресторан,2012-10-19 18:42:03
1540,Пушкинская 1,44,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.931057,30.357667,Рюмочная,Ресторан,2017-01-02 17:05:01
1541,Апраксин пер. 4,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.929087,30.325282,Каир,Ресторан,
1542,Английский просп. 39,17,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.919527,30.287823,Street,Ресторан,2016-04-25 08:44:57
1543,Земляной Вал 18К22,1,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.7594,37.657098,Гранат,Ресторан,2010-08-04 16:52:07
1544,Цветной б-р 24К1,10,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.771044,37.622432,Бульварный роман,Ресторан,2016-06-19 09:20:47
1545,пл. Европы 2,6,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.741571,37.566288,Сумосан,Ресторан,2017-01-30 12:58:12
1546,Н.Арбат 21,5,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.751943,37.585107,Тропикана,Ресторан,2016-03-20 15:03:11
1547,Марата 11,54,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.929632,30.35349,Мариус,Ресторан,2017-03-13 10:56:44
1548,Народного Ополчения 46К1,2,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.792964,37.493596,Мока-Лока,Ресторан,2014-09-28 07:43:38
1549,М.Дмитровка 18а,16,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.77116,37.605499,Старина Мюллер,Ресторан,2015-07-22 15:55:43
1550,Морозова 1,4,Ставрополь,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,45.074387,42.012903,Театральное,Ресторан,2015-10-29 11:45:13
1551,Жуковского 10,6,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.936156,30.352367,Х.О.,Ресторан,2013-12-30 06:05:31
1552,Блюхера 47,0,Новосибирск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,54.988407,82.8971,Адмирал,Ресторан,2010-08-04 17:13:16
1553,Михайловская 1К7,2,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.935759,30.330304,Икорный бар,Ресторан,2014-02-11 09:44:07
1554,Михайловская 1К7,82,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.935759,30.330304,Европа,Ресторан,2016-09-05 12:43:27
1555,Малышева 140,9,Екатеринбург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.840355,60.657239,Дамаск,Ресторан,2016-11-10 13:11:14
1556,ул. 8 Марта 37,4,Екатеринбург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.831073,60.601697,Мастер-пицца,Ресторан,2013-06-08 12:13:18
1557,Посадская ,0,Екатеринбург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.820962,60.576068,Manhattan,Ресторан,2010-08-04 16:00:04
1558,Соболева 23,2,Екатеринбург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.810285,60.50855,Сибирь,Ресторан,2014-09-06 17:05:10
1559,просп. Ленина 26,90,Екатеринбург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.837401,60.599963,Mammas Biscuit House,Ресторан,2016-11-06 05:52:32
1560,Токарей 35,5,Екатеринбург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.828882,60.562593,Белый соболь,Ресторан,2017-02-01 13:19:46
1561,3-я ул. Ямского поля 15,77,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.782486,37.579331,Голдн Палас,Ресторан,2017-01-10 14:49:02
1562,Итальянская 4,3,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.937224,30.328795,Золотой Остап,Ресторан,2015-02-27 12:14:51
1563,просп. Энгельса 97,2,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,60.025678,30.320063,Русское застолье,Ресторан,2016-10-18 12:49:32
1564,просп. Кулакова 9К2,0,Ставрополь,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,45.046469,41.916101,У родника,Ресторан,2012-07-23 11:13:45
1565,Ленина 12,5,Новосибирск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.029838,82.919388,Кузина,Ресторан,2016-12-17 10:41:13
1566,Максима Горького 64,13,Новосибирск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.026866,82.920394,Островский,Ресторан,2016-08-10 03:22:22
1567,просп. Карла Маркса 39,9,Новосибирск,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,54.989367,82.906335,Неаполь,Ресторан,2016-11-09 13:27:28
1568,Таганская 1К2,0,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.741571,37.656478,Ростик`с,Ресторан,2012-08-05 08:13:42
1569,Привольная 13К1,5,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.700009,37.83845,Чайнаклуб,Ресторан,2015-04-10 10:46:02
1570,Левобулачная 24,0,Казань,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.786764,49.122853,Стингрей,Ресторан,
1571,Пушкина ,2,Казань,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.792852,49.124874,Corona pub,Ресторан,2013-05-08 17:19:48
1572,Большакова 157,0,Екатеринбург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,56.815848,60.590081,Бар Патина,Ресторан,
1573,Декабристов 83,32,Казань,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.816611,49.090918,Italiano pizzeria ristorante,Ресторан,2016-06-10 18:12:24
1574,Чистопольская 28,13,Казань,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.818801,49.116385,Ваниль,Ресторан,2014-12-04 19:04:12
1575,Мавлютова 45,28,Казань,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.744566,49.192958,Cinema Cafe,Ресторан,2016-11-10 12:11:21
1576,Санкт-Петербургский просп. 49К9,3,Петергоф,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.881575,29.903074,Двойка,Ресторан,2016-07-03 19:58:08
1577,Б.Пушкарская 30,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.959521,30.304522,Бочка,Ресторан,2011-06-27 18:54:59
1578,Невский просп. 151,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.925029,30.379065,Синема,Ресторан,
1579,Средний просп. В.О. 45,0,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.94198,30.273953,Бриз,Ресторан,2012-06-21 21:19:54
1580,Конюшенный пер. 1К6,1,Санкт-Петербург,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,59.941425,30.323504,Шилла,Ресторан,2012-10-03 17:21:15
1581,Остоженка 27К2,5,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.739058,37.597181,Chez Geraldine,Ресторан,2015-09-16 14:58:38
1582,Б.Грузинская 52,6,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.769297,37.581487,Эйфория,Ресторан,2015-08-16 15:33:37
1583,Садовническая 9К1,0,Москва,Россия,2010-08-02 09:40:23,https://vk.com/images/places/restaraunt.png,55.747627,37.628864,Пельмешка,Ресторан,2012-12-04 09:09:52
